vid,vtitle,desc,pid,ptitle
lYjRw-9BfTc,Programs on C++ - iv,"Mr Naval L Yemul
Assistant Professor 
Mechanical Engineering Department",PLM-jfaoaU5izC3sZDhKXA8hRePlfRB70h,Computer Programming in C++
OgbVlaWgiMo,Programming on C++ - iii,"Mr Naval L Yemul
Assistant Professor 
Mechanical Engineering Department",PLM-jfaoaU5izC3sZDhKXA8hRePlfRB70h,Computer Programming in C++
LeI5CTsXvps,Basic Concepts of OOP -I,"Mr. Siddesh Kumar Utage
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izC3sZDhKXA8hRePlfRB70h,Computer Programming in C++
DrCsN92NSec,Programs on C++ -  II,"Mr. Siddesh Kumar Utage
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izC3sZDhKXA8hRePlfRB70h,Computer Programming in C++
OLUFkyXG7_w,Triangle Law of Forces & Polygon Law of Forces,"By, Mr. Sandeep. B. Javheri
Assistant Professor,
Walchand Institute of Technology,
Solapur",PLM-jfaoaU5iwN0lhG58_yhAhmKFtuw_i6,Engineering Mechanics
TLrDv5bIKow,Resultant of Coplanar Non Concurrent Force System,"By, Ms. Shailaja. S. Dyawarkonda
Assistant Professor,
Walchand Institute of Technology,
Solapur",PLM-jfaoaU5iwN0lhG58_yhAhmKFtuw_i6,Engineering Mechanics
HW14aLgATGk,Analysis of Trusses by Method of Joints,"By, Mr. Sunil. K. Kulkarni
Assistant Professor,
Walchand Institute of Technology,
Solapur",PLM-jfaoaU5iwN0lhG58_yhAhmKFtuw_i6,Engineering Mechanics
G2jhy-SXceQ,Determination of centroid of composite section,"By, Mrs.Swati. G.Ghagage
Assitatnt Professor,
Walchand Institute of Technology,
Solapur",PLM-jfaoaU5iwN0lhG58_yhAhmKFtuw_i6,Engineering Mechanics
MyWvriysdQo,Analysis of Support Reaction for Cantilever Beam,"By,
Mr.Bipin Patil
Assistant Professor
Walchand Institute of Technology
Solapur",PLM-jfaoaU5iwN0lhG58_yhAhmKFtuw_i6,Engineering Mechanics
LKF5WHx0lco,Slow Sand Gravity Filters,"by Mr. Bharat G Shinde
Assistant Professor,
Walchand Institute of Technology
Solapur",PLM-jfaoaU5iynRQ-aVktJKp-0fXhAxFuy,Environmental Engineering-I
CO0bPWOOJk0,Rapid Sand Gravity Filter,"By,
Mr.Bharat. G. Shinde
Assistant Professor
Walchand Institute of Technology
Solapur",PLM-jfaoaU5iynRQ-aVktJKp-0fXhAxFuy,Environmental Engineering-I
5IQ8RxFyChU,Pressure Filter & Its Working,"By,
Mr.Bharat.G.Shide
Assistant Professor,
Walchand Institute of Technology,
Solapur",PLM-jfaoaU5iynRQ-aVktJKp-0fXhAxFuy,Environmental Engineering-I
0vFuE92cAho,Settling of Discrete Particles in Sedimentation Tank,"Mr. Mayur A. Ubale
Assistant Professor,
Civil Engineering Department,
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iynRQ-aVktJKp-0fXhAxFuy,Environmental Engineering-I
bf8PfCMxZus,Numerical On Settling of Discrete Particles in Sedimentation Tank,"Mr. Mayur A. Ubale
Assistant Professor,
Civil Engineering Department,
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iynRQ-aVktJKp-0fXhAxFuy,Environmental Engineering-I
zj2VsRnji6c,Assembly Language Statements,"Dr. Mrs. P. S. Yalagi
Associate Professor
Department of Computer Science and Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iy0Zq-NlWycsfzyMKrAV7jw,System Programming
R18Pd8ZNlqs,Design of Two Pass Assembler,"Dr. Mrs. P. S. Yalagi
Associate Professor
Department of Computer Science and Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iy0Zq-NlWycsfzyMKrAV7jw,System Programming
QPsF5DHU014,Relocation and linking in Linkers,"Dr. Mrs. P.S. Yalagi
Associate Professor
Department of Computer Science and Engineering
Walchand Institute of Technology,Solapur",PLM-jfaoaU5iy0Zq-NlWycsfzyMKrAV7jw,System Programming
Q8jBAeEZNKU,Introduction to Loaders,"Ms. Supriya D. Survase 
Assistant Professor, Dept of Computer Science and Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iy0Zq-NlWycsfzyMKrAV7jw,System Programming
MsOwEym-HFE,Compile and Go loader and General Loader Scheme,"Ms. Supriya D. Survase 
Assistant Professor, Dept of Computer Science and Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iy0Zq-NlWycsfzyMKrAV7jw,System Programming
kwJcuwaiz2o,Shear Force & Bending Moment Diagram Part I,"Mr. A. N. Surde
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixrz0dRZzI2mcJsdjyjq9JQ,Analysis of Mechanical Elements
VgmKpgQzLks,Shear Force & Bending Moment Diagram Part-II,"Mr. A. N. Surde
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixrz0dRZzI2mcJsdjyjq9JQ,Analysis of Mechanical Elements
GbIm3O5kQYk,Shear Force & Bending Moment Diagram Part III,"Mr. A. N. Surde
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixrz0dRZzI2mcJsdjyjq9JQ,Analysis of Mechanical Elements
oLXkIwlSt7U,Strain Energy Part I,"Mr.R.C.Biradar
Assistant Professor
Mech.Engg.Dept.
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5ixrz0dRZzI2mcJsdjyjq9JQ,Analysis of Mechanical Elements
m2Na2oXmR3o,Strain Energy Part II,"Mr.R.C.Biradar
Assistant Professor
Mech.Engg.Dept.
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5ixrz0dRZzI2mcJsdjyjq9JQ,Analysis of Mechanical Elements
wuWkOGc6yyQ,Robot Programming,"Mr. Ashish A. Jawalkar
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixX2CQMtYpKQ8ecE4C-D7cy,Industrial Robotics
0ygOIxj1Ko0,Robot Programming Languages Part I,"Mr. A. A. Jawalkar
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixX2CQMtYpKQ8ecE4C-D7cy,Industrial Robotics
CQrApzgrE7I,AAJ Robot Programming Languages Part II,"Mr. Ashish A. Jawalkar
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixX2CQMtYpKQ8ecE4C-D7cy,Industrial Robotics
Ny-EwuFybio,Industrial Robot Configurations - Cartesian Configuration,"R. D. Mistry
Assistant Professor,
Mechanical Engineering Department,
WIT, Solapur.",PLM-jfaoaU5ixX2CQMtYpKQ8ecE4C-D7cy,Industrial Robotics
qnQb-X3BOkY,Industrial Robot Configurations - Jointed Arm Configuration,"R. D. Mistry
Assistant Professor,
Mechanical Engineering Department,
WIT, Solapur.",PLM-jfaoaU5ixX2CQMtYpKQ8ecE4C-D7cy,Industrial Robotics
eVgcvmUK6Dc,Files in C,"Miss. Supriya D. Survase 
Assistant Professor, Dept of Information Technology 
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixoJTQcD-sm2oVsmDzxKTHe,Programming in C
gEie_G_wPa8,File Functions in C,"Miss. Supriya D. Survase 
Assistant Professor, Dept of Information Technology 
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixoJTQcD-sm2oVsmDzxKTHe,Programming in C
tX2uvUGY57I,Files in C,"Miss. Supriya D. Survase 
Assistant Professor, Dept of Information Technology 
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixoJTQcD-sm2oVsmDzxKTHe,Programming in C
f_GpwHHX230,Introduction to Pointers-(Pointers-I),"Savita A. Paliwal
Assistant Professor,
Department of Computer Science & Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixoJTQcD-sm2oVsmDzxKTHe,Programming in C
B0HVcgkWfrE,Pointer Arithmetic-(Pointers-II),"Savita A. Paliwal
Assistant Professor
Computer Science & Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixoJTQcD-sm2oVsmDzxKTHe,Programming in C
Rejw9qVBx8U,Introduction to Probability,"Mr.Pravin Yallappa Kumbhar
Assistant Professor
Electronics & Communication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ix7O7vo60Op_F0e_8XLzNYN,Coding Theory
2fNEJWX8E9A,Conditional Probability,"Mr.Pravin Yallappa Kumbhar
Assistant Professor
Electronics & Communication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ix7O7vo60Op_F0e_8XLzNYN,Coding Theory
Lh3FC9n6RiU,Random Variables,"Mr.Pravin Yallappa Kumbhar
Assistant Professor
Electronics & Telecommunication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ix7O7vo60Op_F0e_8XLzNYN,Coding Theory
oZorBHaJKlA,JSON - Java Script Object Notation,"Mr. S. T. Patel
Assistant Professor
Department of Computer Science and Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwv26iFcE9hiLs2VMwHLIG-,Python Programming
auG7BkVNHCo,Conditional Statements and Control Loops in Python,,PLM-jfaoaU5iwv26iFcE9hiLs2VMwHLIG-,Python Programming
Tg9nb7J7t2k,Exception Hadling in Python,"Mr. S. T. Patel
Assistant Professor
Department of Computer Science and Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwv26iFcE9hiLs2VMwHLIG-,Python Programming
LClLVQoryoM,Data Types In Python,"Mr. Samprit Patel
Assistant Professor
Department of Computer Science and Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwv26iFcE9hiLs2VMwHLIG-,Python Programming
Cl6ZYjnr81Y,Tuples In Python,"Mr. Samprit Patel
Assistant Professor
Department of Computer Science and Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwv26iFcE9hiLs2VMwHLIG-,Python Programming
GoO-86unai8,I/O Parallelism,"Mr. F. R. Sayyed
Assistant Professor
Department of Computer Science and  Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwUW70Ve8-h4WMz3k7R2hsA,Modern Database Systems / Advanced Database Systems
L07HduJSyAQ,Partitioning Techniques,"Mr. F. R. Sayyed
Assistant Professor
Department of Computer Science and Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwUW70Ve8-h4WMz3k7R2hsA,Modern Database Systems / Advanced Database Systems
Ol7gRX4Fg0I,Handling of skew,"Mr. F. R. Sayyed
Assistant Professor
Department of Computer Science and Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwUW70Ve8-h4WMz3k7R2hsA,Modern Database Systems / Advanced Database Systems
UsEZUQKgO5A,Parallel Databases,"Dr. Pratibha S. Yalagi
Associate Professor
Department of Computer Science and Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwUW70Ve8-h4WMz3k7R2hsA,Modern Database Systems / Advanced Database Systems
QbyyBcVCfQc,Parallel and Distributed Databases,"Dr. Pratibha S. Yalagi
Associate Professor
Department of Computer Science and Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwUW70Ve8-h4WMz3k7R2hsA,Modern Database Systems / Advanced Database Systems
_WOgnDv0yZ8,Case Study  CORBA,"Mrs Supriya S. Ambarkar,
 Assistant Professor, 
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixTer-mI-5800e9nE5npasG,Distributed System
e_HvZf3SqIA,Case Study  RMI,"Mrs. Supriya S. Ambarkar, 
Assistant Professor, 
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixTer-mI-5800e9nE5npasG,Distributed System
1zvXwMKoLk0,Communication Protocols of RPC,"Mrs. Supriya S. Ambarkar, 
Assistant Professor, 
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixTer-mI-5800e9nE5npasG,Distributed System
6bnqi7EBjQM,RPC - Remote Procedure Calls,"Mrs. Supriya S. Ambarkar, 
Assistant Professor, 
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixTer-mI-5800e9nE5npasG,Distributed System
xsa_F8XtDjo,Fundamentals of Distributed Systems,"Mrs.Supriya S. Ambarkar
Assistant Professor
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixTer-mI-5800e9nE5npasG,Distributed System
fhDXHQ8udPc,Friend Function,"Mrs. M.N. Shrigandhi
Assistant Professor,
Electronics Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwUeDwGqy9JEaVN8N4D4Ag7,Object Oriented Programming With C++
4_R7mJpFOzg,Constructors and its Types,"Mrs. Meenakshi N. Shrigandhi
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwUeDwGqy9JEaVN8N4D4Ag7,Object Oriented Programming With C++
olK1Kj8hseE,Inheritance,"Mrs. Meenakshi N. Shrigandhi
Department of Electronics Engineering
Assistant Professor
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwUeDwGqy9JEaVN8N4D4Ag7,Object Oriented Programming With C++
-k7wOK6bpP8,Static Data Members and Member Functions,"Mrs. Meenakshi N. Shrigandhi
Assistant Professor
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwUeDwGqy9JEaVN8N4D4Ag7,Object Oriented Programming With C++
5skIbzcR7Ik,Parameterized Constructor,"Mrs.Meenakshi N. Shrigandhi
Assistant Professor
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwUeDwGqy9JEaVN8N4D4Ag7,Object Oriented Programming With C++
UmiYiloGNT0,Data  and Information,"Dr.S.R.Gengaje
Professor and Head of Electronics Department 
Walchand Institute of Technology ,Solapur",PLM-jfaoaU5ixvUmRau36nG4YFBNLVWL_O,Information Technology and Management
ZnSYQpryp3M,Data and Database,"Dr.S.R.Gengaje
Professor and Head of Electronics Department 
Walchand Institute of Technology ,Solapur",PLM-jfaoaU5ixvUmRau36nG4YFBNLVWL_O,Information Technology and Management
aMfIbu06yOg,Enterprise Content Management,"Dr.S.R.Gengaje
Head & Professor
Electronics Department 
WIT Solapur",PLM-jfaoaU5ixvUmRau36nG4YFBNLVWL_O,Information Technology and Management
AzkQj4K39i8,Introduction to Information System,"Dr.Sachin R.Gengaje
Professor & Head,Dept.of Electronics
Walchand Institute of Technology,Solapur",PLM-jfaoaU5ixvUmRau36nG4YFBNLVWL_O,Information Technology and Management
jgdQmA3HNic,Features of Information System,"Dr.Sachin R.Gengaje
Professor & Head,Dept.of Electronics
Walchand Institute of Technology,Solapur",PLM-jfaoaU5ixvUmRau36nG4YFBNLVWL_O,Information Technology and Management
uCu45GLUhX8,Problem solving on PCNF and PDNF,"Dr. R V Argiddi
Dept of Computer Science and Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iz76_N9IOgPYBbO4Gax1aSa,Discrete Mathematical Structures
SSQI9HULrfk,Examples on PCNF,"Dr. R V Argiddi
Dept of Computer Science and Engineering
Walchand Institute of Technology Solapur",PLM-jfaoaU5iz76_N9IOgPYBbO4Gax1aSa,Discrete Mathematical Structures
yM0aL2ocTYQ,Problem Solving on PCNF (Part II),"Dr. R V Argiddi
Dept of Computer Science and Engineering
Walchand Institute of Technology Solapur",PLM-jfaoaU5iz76_N9IOgPYBbO4Gax1aSa,Discrete Mathematical Structures
BzzWsVwiQvU,Problem Solving on PCNF (Part I),"Dr. R V Argiddi
Dept of Computer Science and Engineering
Walchand Institute of Technology Solapur",PLM-jfaoaU5iz76_N9IOgPYBbO4Gax1aSa,Discrete Mathematical Structures
ItjfDTH1w5g,Problem Solving on Infix to prefix & Postfix,"Dr. R. V. Argiddi 
Department of Computer Science & Engineering, 
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iz76_N9IOgPYBbO4Gax1aSa,Discrete Mathematical Structures
pLpT6KVtvg0,Superposition Theorem by V V Anagire,"Mr. V.V.Anagire
Assistant Professor
Electronics & Communication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iw3NMyfbund3YYUzXZjAiov,Network Theory and Analysis
-kkt6kUfQpc,Thevenin's Theorem by V V Anagire,"Mr. V.V.Anagire
Assistant Professor
Electronics & Communication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iw3NMyfbund3YYUzXZjAiov,Network Theory and Analysis
FxqiQem2dSs,Network Theory and Analysis- Z Parameters,"Ms Prachee H Shah
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iw3NMyfbund3YYUzXZjAiov,Network Theory and Analysis
EnMs3GYeWkA,Network Theory and Analysis- Y Parameters,"Ms Prachee H Shah
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iw3NMyfbund3YYUzXZjAiov,Network Theory and Analysis
e3KXnzrVMhw,Resonance,"Mr.P.D.R.Patnaik
Assistant Professor
Electronics & Communication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iw3NMyfbund3YYUzXZjAiov,Network Theory and Analysis
FifmiwUWMqg,Seven segment Display,"Seven Segment Display

S.K.Karpe (Patil)
Assistant  Professor 
Information Technology 
Walchand Institute of Technology, Solapur 
(www.witsolapur.org)",PLM-jfaoaU5izswYCWa1UuP_FXHM8KK9IA,Digital logic Design
93KLd5_JsX4,Multiplexer and De-multiplxer,"Working of Multiplexer and De-multiplexer

S.K.Karpe (Patil)
Assistant  Professor 
Information Technology 
Walchand Institute of Technology, Solapur 
(www.witsolapur.org)",PLM-jfaoaU5izswYCWa1UuP_FXHM8KK9IA,Digital logic Design
efZJEHdeGKM,"Arithmetic Logic Unit, comparator and parity checker","S.K.Karpe (Patil)
Assistant  Professor 
Information Technology 
Walchand Institute of Technology, Solapur 
(www.witsolapur.org)",PLM-jfaoaU5izswYCWa1UuP_FXHM8KK9IA,Digital logic Design
dZZS8rPZQdM,Introduction to Verilog HDL,"Dr. Shrishail Sharad Gajbhar 
Assistant Professor 
Department of Electronics Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izswYCWa1UuP_FXHM8KK9IA,Digital logic Design
6Z110M0lze4,Verilog HDL: Syntax and Lexical Conventions,"Dr. Shrishail Sharad Gajbhar 
Assistant Professor 
Department of Electronics Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izswYCWa1UuP_FXHM8KK9IA,Digital logic Design
gxrY7mEX5A0,CMOS Logic,"Giridhar P. Jain 
Assistant Professor 
Electronics and Communication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iysZNHJ7Xa7fgvfWgNiFTn8,VLSI Design
afaD-krXNl4,Combinational Logic Circuits using CMOS Logic,"Giridhar P. Jain 
Assistant Professor 
Electronics and Communication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iysZNHJ7Xa7fgvfWgNiFTn8,VLSI Design
uUzINl0wXio,CMOS Logic Power Dissipation,"Giridhar P. Jain 
Assistant Professor 
Electronics and Communication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iysZNHJ7Xa7fgvfWgNiFTn8,VLSI Design
jp2sE4XkHXo,Testing of Logic circuits,"Mr P.S.Malge
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iysZNHJ7Xa7fgvfWgNiFTn8,VLSI Design
Qy1892rHykg,Path Sensitizing Technique,"Mr P.S.Malge
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iysZNHJ7Xa7fgvfWgNiFTn8,VLSI Design
qq0szVP3h6E,Introduction to ASP.NET,"Introduction to ASP.net, Steps to create ASP.NET Web Applications.

Ms. Anjali R. Deshpande",PLM-jfaoaU5ix62rovJt3Jj6qUVW9Nsz_6,C#.Net
yi05XxlNAMw,ASP.NET Life Cycle,"Ms. Anjali R. Deshpande 
(anjali.deshpande10@gmail.com) 
Assistant Professor, Department of Information Technology",PLM-jfaoaU5ix62rovJt3Jj6qUVW9Nsz_6,C#.Net
dpDoMZHDXw4,ASP.NET Event Handling,"Ms. Anjali R. Deshpande 
(anjali.deshpande10@gmail.com) 
Assistant Professor, Department of Information Technology 

Walchand Institute of Technology, Solapur 
(www.witsolapur.org)",PLM-jfaoaU5ix62rovJt3Jj6qUVW9Nsz_6,C#.Net
T6fN7Ye8tzw,Debugging C# Code Using SharpDevelop,"P.S.R. Patnaik
Assistant Professor
Computer Science and Engineering
Walchand Institute of Technology",PLM-jfaoaU5ix62rovJt3Jj6qUVW9Nsz_6,C#.Net
OLJArkcs2oo,Using Chrome Developer Tools for Running JavaScript,"P.S.R. Patnaik
Assistant Professor
Computer Science and Engineering
Walchand Institute of Technology",PLM-jfaoaU5ix62rovJt3Jj6qUVW9Nsz_6,C#.Net
oR7lkJ_Mnfk,Network Planning Model,"Ms. Priyanka P. Bidla
Assistant Professor,
Electronics and Communication Engineering,
Walchand Institute of Technology",PLM-jfaoaU5iy7L08QQPR7cNXgYInD_In6,Software Engineering and Project Management System
ti8uVIa1Q28,Network Analysis by Forward Pass,"Ms. Priyanka P. Bidla
Assistant Professor
Electronics and Communication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iy7L08QQPR7cNXgYInD_In6,Software Engineering and Project Management System
eqzPKNyPMaQ,The Software Process Models,"Mr.N.V.Kale.
Assistant Professor 
Electronics & Communication Engineering
Walchand Institute of Technology,Solapur",PLM-jfaoaU5iy7L08QQPR7cNXgYInD_In6,Software Engineering and Project Management System
k779D-AhkRw,The Software Process Activities,"Mr.N.V.Kale
Assistant Professor
Electronics and Communication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iy7L08QQPR7cNXgYInD_In6,Software Engineering and Project Management System
kpRALbisRNw,Network analysis by Backward pass,"Ms. Priyanka P. Bidla
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iy7L08QQPR7cNXgYInD_In6,Software Engineering and Project Management System
JmAAnTOIWvc,Introduction to Shift Registers,"Ms. Neha. S. Naik
Assistant Professor
Electronics And Communication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iw0ZhQWevwXbaonburr82fL,Digital Techniques
R8lVhxaOk-w,Bidirectional Shift Register,"Ms. Neha S. Naik
Assistant Professor
Electronics and Communication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iw0ZhQWevwXbaonburr82fL,Digital Techniques
_7G2cKgNq1s,Dont Care Condition,"Mr. S. S. Shkahapure
Assistant Professor
Department of Computer Science and engineering 
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iw0ZhQWevwXbaonburr82fL,Digital Techniques
cO3X7tyT3As,Arithmatic circuit,"Mr. S. S. Shkahapure
Assistant Professor
Department of Computer Science and engineering 
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iw0ZhQWevwXbaonburr82fL,Digital Techniques
XPBVZK0SSTU,Code Converters,"Mr. P. P. Tambe
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iw0ZhQWevwXbaonburr82fL,Digital Techniques
vFhOTLnysck,Clippers,"Mr. S.C.Kalshetti
Assistant Professor
Electronics Engineering
Walchand Institute of Technology,Solapur",PLM-jfaoaU5iw1rh9f-Ha4kSvZs_d4iTbx,Electronics Circuit Analysis & Design-I
LhHlCCi_SwQ,Multipliers by Mr. S.C.Kalshetti,"Mr. S.C.Kalshetti
Assistant Professor
Electronics Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iw1rh9f-Ha4kSvZs_d4iTbx,Electronics Circuit Analysis & Design-I
zrhq38HdhAQ,Diode Clamper Circuits,"Mrs.V.S.Kulkarni
Asst.Prof.
Electronics & Communication Engineering
Walchand Institute of Technology,Solapur",PLM-jfaoaU5iw1rh9f-Ha4kSvZs_d4iTbx,Electronics Circuit Analysis & Design-I
Cx9mbAL9WSI,PN Junction Diode & it's Applications,"Mrs.V.S.Kulkarni,
Asst.Prof.
Electronics & Communication Engineering,
WIT Solapur",PLM-jfaoaU5iw1rh9f-Ha4kSvZs_d4iTbx,Electronics Circuit Analysis & Design-I
RnoAeqdEvJI,Rectifier Circuits,"Mr.S.V.Aursang
Assistant Professor
Electronics & Communication Engineering
Walchand Institute of Technology,Solapur",PLM-jfaoaU5iw1rh9f-Ha4kSvZs_d4iTbx,Electronics Circuit Analysis & Design-I
RQ1_SjdPxww,Discrete Fourier Transform,"Dr.R.R.Dube
Professor,Head
Electronics & Communication Engineering
Walchand Institute of Technology,Solapur",PLM-jfaoaU5ix1XBTOyqm1-0QXVf-SFFS6,Digital Signal Processing
BmHvTCPIdZI,Circular Convolution,"Mr. K. R. Biradar
Assistant Professor
Walchand Institute of technology, Solapur",PLM-jfaoaU5ix1XBTOyqm1-0QXVf-SFFS6,Digital Signal Processing
yAbPyu8HkT8,Properties of the DFT,"Dr.Rajendra Ramprasad Dube
Professor
Electronics & Communication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ix1XBTOyqm1-0QXVf-SFFS6,Digital Signal Processing
bGOX8k6sM-Y,Correlation of Signals,"Prof. K. R. Biradar
Assistant Professor
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ix1XBTOyqm1-0QXVf-SFFS6,Digital Signal Processing
L-aj3NC-M_U,Structures for FIR Systems,"Mr. Prasahnt Shivasharan Malge
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ix1XBTOyqm1-0QXVf-SFFS6,Digital Signal Processing
pO9yxFIHFLs,Introduction  to Digital Communication,"Mrs.Dipali Wadkar
Assistant Professor
Electronics Department
Walchand Institute of Technology,Solapur",PLM-jfaoaU5izSX2XCxzM6iJrlB8Ot9f7Q,Principles of Digital Communication
k-t3tC5vatE,Sampling Theory,"Mrs Dipali Wadkar
Assistant Professor
Electronics Department
Walchand Institute of Technology",PLM-jfaoaU5izSX2XCxzM6iJrlB8Ot9f7Q,Principles of Digital Communication
rQxMN4Ud7mA,Pulse Amplitude Modulation,"Mrs Dipali Wadkar
Assistant Professor
Electronics Department
Walchand Institute of Technology",PLM-jfaoaU5izSX2XCxzM6iJrlB8Ot9f7Q,Principles of Digital Communication
zBVbPGimaQ8,Pulse Width Modulation,"Mrs Dipali Wadkar
Assistant Professor
Electronics Department
Walchand Institute of Technology",PLM-jfaoaU5izSX2XCxzM6iJrlB8Ot9f7Q,Principles of Digital Communication
FE41VMyECJY,Pulse Position Modulation,"Mrs Dipali Wadkar
Assistant Professor
Electronics Department
Walchand Institute of Technology",PLM-jfaoaU5izSX2XCxzM6iJrlB8Ot9f7Q,Principles of Digital Communication
eh19bqKtrUE,Introduction to File Handling in C,"Mr. N. S. Gajjam,
Assistant Professor, 
Computer Science and Engineering Department,
Walchand Institute of Technology, Solapur, Maharashtra",PLM-jfaoaU5ixySL34weAuOqmKNDxF4TMP,Advanced C Concepts
SgePwicmPiI,File Handling in C,"Mr. N. S. Gajjam,
Assistant Professor, 
Computer Science and Engineering Department,
Walchand Institute of Technology, Solapur, Maharashtra",PLM-jfaoaU5ixySL34weAuOqmKNDxF4TMP,Advanced C Concepts
GMV_sli6XiY,Random Access to File in C,"Mr. N. S. Gajjam,
Assistant Professor, 
Computer Science and Engineering Department,
Walchand Institute of Technology, Solapur, Maharashtra",PLM-jfaoaU5ixySL34weAuOqmKNDxF4TMP,Advanced C Concepts
50ABMsY1sbo,Introduction to Pointers,"Mr.V.A.Bingi 
Assistant Professor,
Department of Computer Science & Engineering
Walchand Institute of Technology,Solapur",PLM-jfaoaU5ixySL34weAuOqmKNDxF4TMP,Advanced C Concepts
